example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,cv_fold,speaker
8,0,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,,,0,The original content of this audio is:'Sam only gave Mary grapes. Sam also gave Mary bananas.',,,0.7234,,1,POS,2,f10,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
9,0,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,,,0,The original content of this audio is: 'Sam only gave Sue apples. Sam didn't give Bill apples.',,,0.7368,,1,NEG,1,f10,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
0,0,Sam only gave ROB oranges.,Sam didn't give Tom oranges.,A,,,0,The transcription of the sentence is: 'Sam only gave Rob oranges. Sam didn't give Tom oranges.' The word 'Rob' is emphasized as it is the only name mentioned in the sentence.,,,0.8506,,1,NEG,1,f11,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
1,0,Sam only gave SUE grapes.,Sam didn't give Bill grapes.,A,,,0,The original content of this audio is: 'Sam only gave sue grapes. Sam didn't give bill grapes.',,,0.7368,,1,NEG,1,f11,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
2,0,Sam only gave SUE oranges.,Sam didn't give Mary oranges.,A,,,0,The original content of this audio is: 'Sam only gave Sue oranges. Sam didn't give Mary oranges.',,,0.732,,1,NEG,1,f11,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
3,0,Sam only gave ELLEN bananas.,Sam didn't give Ellen grapes.,B,,,0,The original content of this audio is: 'Sam only gave Ellen Bananas. Sam didn't give Ellen Grapes.',,,0.7172,,1,NEG,2,f11,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
4,0,Sam only gave ELLEN bananas.,Sam didn't give Ellen oranges.,B,,,0,The original content of this audio is: 'Sam only gave Ellen bananas. Sam didn't give Ellen oranges.',,,0.72,,1,NEG,2,f11,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
5,0,Sam only gave ROB grapes.,Sam didn't give Rob apples.,B,,,0,The original content of this audio is: 'Sam only gave raw grapes. Sam didn't give raw apples.',,,0.7553,,1,NEG,2,f11,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
6,0,Sam only gave BILL apples.,Sam also gave Ellen apples.,C,,,0,The original content of this audio is: 'Sam only gave Bill apples. Sam also gave Ellen apples.',,,0.7263,,1,POS,1,f11,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
7,0,Sam only gave ELLEN apples.,Sam also gave Sue apples.,C,,,0,The original content of this audio is: 'Sam only gave Ellen apples. Sam also gave Sue apples.',,,0.7128,,1,POS,1,f11,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
8,0,Sam only gave ELLEN oranges.,Sam also gave Rob oranges.,C,,,0,The original content of this audio is: 'Sam only gave Ellen oranges. Sam also gave Rob oranges.',,,0.7083,,1,POS,1,f11,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
9,0,Sam only gave SUE apples.,Sam also gave Bill apples.,C,,,0,The original content of this audio is: 'Sam only gave Sue apples. Sam also gave Bill apples.',,,0.7312,,1,POS,1,f11,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
0,0,Sam only gave BILL grapes.,Sam also gave Bill apples.,B,,,0,The original content of this audio is:'Sam only gave Bill grapes. Sam also gave Bill apples.',,,0.7204,,1,POS,2,f12,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
1,0,Sam only gave ROB apples.,Sam also gave Rob bananas.,B,,,0,The original content of this audio is: 'Sam only gave Rob apples. Sam also gave Rob bananas.',,,0.7312,,1,POS,2,f12,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
2,0,Sam only gave ROB grapes.,Sam also gave Rob bananas.,B,,,0,The original content of this audio is:'Sam only gave Rob grapes. Sam also gave Rob bananas.',,,0.7283,,1,POS,2,f12,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
3,0,Sam only gave Rob ORANGES.,Sam didn't give Ellen oranges.,B,,,0,The original content of this audio is: 'Sam only gave Rob oranges. Sam didn't give Ellen oranges.',,,0.7347,,2,NEG,1,f12,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
4,0,Sam only gave Sue APPLES.,Sam didn't give Rob apples.,B,,,0,The original content of this audio is: 'Sam only gave sue apples Sam didn't give Rob apples.',,,0.7312,,2,NEG,1,f12,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
5,0,Sam only gave Tom APPLES.,Sam didn't give Bill apples.,B,,,0,The original content of this audio is: 'Sam only gave Tom apples. Sam didn't give Bill apples.',,,0.7368,,2,NEG,1,f12,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
6,0,Sam only gave Tom BANANAS.,Sam didn't give Sue bananas.,B,,,0,The original content of this audio is: 'Sam only gave Tom bananas. Sam didn't give Sue bananas.',,,0.7292,,2,NEG,1,f12,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
7,0,Sam only gave Sue APPLES.,Sam didn't give Sue oranges.,A,,,0,The original content of this audio is: 'Sam only gave two apples. Sam didn't give two oranges.',,,0.7684,,2,NEG,2,f12,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
8,0,Sam only gave Sue BANANAS.,Sam didn't give Sue oranges.,A,,,0,"The transcription of the sentence is: 'Sam only gave soup, bananas. Sam didn't give soup, oranges.'",,,0.7475,,2,NEG,2,f12,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue bananas.,A,,,0,The transcription of the sentence is: 'Sam Only gave Sue oranges. Sam didn't give Sue bananas.',,,0.7263,,2,NEG,2,f12,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
0,0,Sam only gave Ellen BANANAS.,Sam also gave Tom bananas.,B,,,0,The original content of this audio is: 'Sam only gave Ellen bananas. Sam also gave Tom bananas.',,,0.7083,,2,POS,1,f13,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
1,0,Sam only gave Ellen ORANGES.,Sam also gave Rob oranges.,B,,,0,The original content of this audio is:'Sam only gave Ellen oranges. Sam also gave Rob oranges.',,,0.7053,,2,POS,1,f13,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
2,0,Sam only gave Rob BANANAS.,Sam also gave Ellen bananas.,B,,,0,The original content of this audio is:'Sam only gave Rob bananas. Sam also gave Ellen bananas.',,,0.7263,,2,POS,1,f13,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
3,0,Sam only gave Tom BANANAS.,Sam also gave Mary bananas.,B,,,0,The original content of this audio is:'Sam only gave Tom bananas. Sam also gave Mary bananas.',,,0.7234,,2,POS,1,f13,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
4,0,Sam only gave Ellen ORANGES.,Sam also gave Ellen apples.,C,,,0,The original content of this audio is:'Sam only gave Ellen oranges. Sam also gave Ellen apples.',,,0.7083,,2,POS,2,f13,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
5,0,Sam only gave Rob BANANAS.,Sam also gave Rob oranges.,C,,,0,The original content of this audio is: 'Sam only gave Rob bananas. Sam also gave Rob oranges.',,,0.7234,,2,POS,2,f13,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
6,0,Sam only gave Sue ORANGES.,Sam also gave Sue bananas.,C,,,0,The original content of this audio is:'Sam only gave Sue oranges. Sam also gave Sue bananas.',,,0.7204,,2,POS,2,f13,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
7,0,Sam only gave Tom APPLES.,Sam also gave Tom bananas.,C,,,0,The original content of this audio is: 'Sam only gave Tom apples. Sam also gave Tom bananas.',,,0.7312,,2,POS,2,f13,audio,qwen,Qwen/Qwen2-Audio-7B-Instruct,20260520_110525,,,speaker0
