example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id,resolved_model,cv_fold,speaker
5,0,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,1,A,,,,"S1 focuses on ""grapes"", meaning Sam gave Rob grapes and nothing else. Therefore, it entails that Sam didn't give Rob apples.",,,2,NEG,2,f10,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,1,C,,,,"S1 focuses on ""Sue"", meaning Sam gave grapes to Sue and no one else. S2 states Sam also gave Tom grapes, which contradicts S1.",,,1,POS,1,f10,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,1,A,,,,"S1 focuses on ""Ellen"", meaning Sam gave grapes to Ellen and no one else. Therefore, it entails that Sam didn't give Rob grapes.",,,1,NEG,1,f10,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
8,0,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,1,B,,,,"S1 focuses on ""Mary"", meaning Sam gave grapes to Mary and no one else. This does not restrict what other items Sam might have given Mary, making S2 independent.",,,1,POS,2,f10,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
9,0,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,1,A,,,,"S1 focuses on ""Sue"", meaning Sam gave apples to Sue and no one else. Therefore, it entails that Sam didn't give Bill apples.",,,1,NEG,1,f10,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
0,0,Sam only gave ROB oranges.,Sam didn't give Tom oranges.,A,1,A,,,,"S1 focuses on ""Rob"", meaning Rob is the only person who received oranges. Therefore, it entails that Tom did not receive oranges.",,,1,NEG,1,f11,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
1,0,Sam only gave SUE grapes.,Sam didn't give Bill grapes.,A,1,A,,,,"S1 focuses on ""Sue"", meaning Sue is the only person who received grapes. Therefore, it entails that Bill did not receive grapes.",,,1,NEG,1,f11,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
2,0,Sam only gave SUE oranges.,Sam didn't give Mary oranges.,A,1,A,,,,"S1 focuses on ""Sue"", meaning Sue is the only person who received oranges. Therefore, it entails that Mary did not receive oranges.",,,1,NEG,1,f11,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
3,0,Sam only gave ELLEN bananas.,Sam didn't give Ellen grapes.,B,1,B,,,,"S1 focuses on ""Ellen"", meaning Ellen is the only person who received bananas. This does not provide information about whether Ellen received other fruits like grapes, making S2 independent.",,,1,NEG,2,f11,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
4,0,Sam only gave ELLEN bananas.,Sam didn't give Ellen oranges.,B,1,B,,,,"S1 focuses on ""Ellen"", meaning Ellen is the only person who received bananas. This does not provide information about whether Ellen received oranges, making S2 independent.",,,1,NEG,2,f11,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
5,0,Sam only gave ROB grapes.,Sam didn't give Rob apples.,B,1,B,,,,"S1 focuses on ""Rob"", meaning Rob is the only person who received grapes. This does not provide information about whether Rob received apples, making S2 independent.",,,1,NEG,2,f11,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
6,0,Sam only gave BILL apples.,Sam also gave Ellen apples.,C,1,C,,,,"S1 focuses on ""Bill"", meaning Bill is the only person who received apples. S2 states that Ellen also received apples, which contradicts S1.",,,1,POS,1,f11,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
7,0,Sam only gave ELLEN apples.,Sam also gave Sue apples.,C,1,C,,,,"S1 focuses on ""Ellen"", meaning Ellen is the only person who received apples. S2 states that Sue also received apples, which contradicts S1.",,,1,POS,1,f11,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
8,0,Sam only gave ELLEN oranges.,Sam also gave Rob oranges.,C,1,C,,,,"S1 focuses on ""Ellen"", meaning Ellen is the only person who received oranges. S2 states that Rob also received oranges, which contradicts S1.",,,1,POS,1,f11,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
9,0,Sam only gave SUE apples.,Sam also gave Bill apples.,C,1,C,,,,"S1 focuses on ""Sue"", meaning Sue is the only person who received apples. S2 states that Bill also received apples, which contradicts S1.",,,1,POS,1,f11,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
0,0,Sam only gave BILL grapes.,Sam also gave Bill apples.,B,1,B,,,,"the prosodic focus in S1 is on ""Bill"", meaning Bill was the only person to receive grapes. This provides no information about whether Sam gave Bill apples, making S2 independent.",,,1,POS,2,f12,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
1,0,Sam only gave ROB apples.,Sam also gave Rob bananas.,B,1,B,,,,"the prosodic focus in S1 is on ""Rob"", meaning Rob was the only person to receive apples. This provides no information about whether Sam gave Rob bananas, making S2 independent.",,,1,POS,2,f12,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
2,0,Sam only gave ROB grapes.,Sam also gave Rob bananas.,B,1,B,,,,"the prosodic focus in S1 is on ""Rob"", meaning Rob was the only person to receive grapes. This provides no information about whether Sam gave Rob bananas, making S2 independent.",,,1,POS,2,f12,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
3,0,Sam only gave Rob ORANGES.,Sam didn't give Ellen oranges.,B,0,A,,,,"the prosodic focus in S1 is on ""Rob"", meaning Rob was the only person to receive oranges. This entails that Sam did not give Ellen oranges.",,,2,NEG,1,f12,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
4,0,Sam only gave Sue APPLES.,Sam didn't give Rob apples.,B,0,A,,,,"the prosodic focus in S1 is on ""Sue"", meaning Sue was the only person to receive apples. This entails that Sam did not give Rob apples.",,,2,NEG,1,f12,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
5,0,Sam only gave Tom APPLES.,Sam didn't give Bill apples.,B,0,A,,,,"the prosodic focus in S1 is on ""Tom"", meaning Tom was the only person to receive apples. This entails that Sam did not give Bill apples.",,,2,NEG,1,f12,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
6,0,Sam only gave Tom BANANAS.,Sam didn't give Sue bananas.,B,0,A,,,,"the prosodic focus in S1 is on ""Tom"", meaning Tom was the only person to receive bananas. This entails that Sam did not give Sue bananas.",,,2,NEG,1,f12,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
7,0,Sam only gave Sue APPLES.,Sam didn't give Sue oranges.,A,1,A,,,,"the prosodic focus in S1 is on ""apples"", meaning apples were the only thing Sam gave Sue. This entails that Sam did not give Sue oranges.",,,2,NEG,2,f12,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
8,0,Sam only gave Sue BANANAS.,Sam didn't give Sue oranges.,A,1,A,,,,"the prosodic focus in S1 is on ""bananas"", meaning bananas were the only thing Sam gave Sue. This entails that Sam did not give Sue oranges.",,,2,NEG,2,f12,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
9,0,Sam only gave Sue ORANGES.,Sam didn't give Sue bananas.,A,1,A,,,,"the prosodic focus in S1 is on ""oranges"", meaning oranges were the only thing Sam gave Sue. This entails that Sam did not give Sue bananas.",,,2,NEG,2,f12,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
0,0,Sam only gave Ellen BANANAS.,Sam also gave Tom bananas.,B,1,B,,,,"S1 restricts the items given to Ellen to bananas (due to the prosodic focus on ""bananas""), but does not restrict who else received bananas, making S2 independent.",,,2,POS,1,f13,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
1,0,Sam only gave Ellen ORANGES.,Sam also gave Rob oranges.,B,1,B,,,,"S1 restricts the items given to Ellen to oranges, but does not restrict who else received oranges, making S2 independent.",,,2,POS,1,f13,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
2,0,Sam only gave Rob BANANAS.,Sam also gave Ellen bananas.,B,1,B,,,,"S1 restricts the items given to Rob to bananas, but does not restrict who else received bananas, making S2 independent.",,,2,POS,1,f13,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
3,0,Sam only gave Tom BANANAS.,Sam also gave Mary bananas.,B,1,B,,,,"S1 restricts the items given to Tom to bananas, but does not restrict who else received bananas, making S2 independent.",,,2,POS,1,f13,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
4,0,Sam only gave Ellen ORANGES.,Sam also gave Ellen apples.,C,1,C,,,,"S1 states that Sam gave Ellen nothing other than oranges, which directly contradicts S2 stating that he also gave her apples.",,,2,POS,2,f13,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
5,0,Sam only gave Rob BANANAS.,Sam also gave Rob oranges.,C,1,C,,,,"S1 states that Sam gave Rob nothing other than bananas, which directly contradicts S2 stating that he also gave him oranges.",,,2,POS,2,f13,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
6,0,Sam only gave Sue ORANGES.,Sam also gave Sue bananas.,C,1,C,,,,"S1 states that Sam gave Sue nothing other than oranges, which directly contradicts S2 stating that he also gave her bananas.",,,2,POS,2,f13,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
7,0,Sam only gave Tom APPLES.,Sam also gave Tom bananas.,C,1,C,,,,"S1 states that Sam gave Tom nothing other than apples, which directly contradicts S2 stating that he also gave him bananas.",,,2,POS,2,f13,audio,gemini,gemini-3.1-pro-preview,20260713_154251,,,,
